source,day_label,lect_num,type,reference,csv_incipit,derived_incipit,db_first_verse,rendered_first_line,problems
standard,Easter/6/Sunday/A,,first_reading,"Acts 8:5-8, 14-17",PHILIP went down to the city of Samaria,"In those days,","Philip went down to a city of Samaria, and proclaimed to them the Christ.","5. Philip went down to a city of Samaria, and proclaimed to them the Christ.",verse_number_in_rendered
standard,Easter/6/Sunday/A,,gospel,John 14:15-21,"JESUS said to his disciples ""If you love me, you will keep my commandments","At that time,","""If you love me, you will keep my commandments.","15. JESUS said to his:: ""If you love me, you will keep my commandments.",verse_number_in_rendered
standard,Easter/6/Sunday/B,,first_reading,"Acts 10:25-26, 34-35, 44-48","WHEN Peter entered, Cornelius met him","In those days,","When Peter entered, Cornelius met him and fell down at his feet and worshiped him.","25. When Peter entered, Cornelius met him and fell down at his feet and worshiped him.",verse_number_in_rendered
standard,Easter/6/Sunday/B,,gospel,John 15:9-17,"JESUS said to his disciples ""As the Father loves me, so I also love you","At that time,","As the Father has loved me, so have I loved you; abide in my love.","9. JESUS said to his:: As the Father has loved me, so have I loved you; abide in my love.",verse_number_in_rendered
standard,Easter/6/Sunday/C,,gospel,John 14:23-29,"JESUS said to his disciples ""Whoever loves me will keep my word","At that time,","Jesus answered him, ""If a man loves me, he will keep my word, and my Father will love him, and we will come to him and make our home with him.","23. JESUS said to his:: Jesus answered him, ""If a man loves me, he will keep my word, and my Father will love him, and we will come to him and make our home with him.",verse_number_in_rendered
standard,Easter/6/Monday/I/II,291,first_reading,Acts 16.11-15,With Paul we set sail from Troas,"In those days,","Setting sail therefore from Troas, we made a direct voyage to Samothrace, and the following day to Ne-apolis,",Reading text unavailable for Acts 16.11-15.,text_unavailable
standard,Easter/6/Monday/I/II,291,gospel,John 15.26 - 16.4a,When Jesus knew that his hour had come to depart from this world,"At that time,","But when the Counselor comes, whom I shall send to you from the Father, even the Spirit of truth, who proceeds from the Father, he will bear witness to me;",Reading text unavailable for John 15.26 - 16.4a.,text_unavailable
standard,Easter/6/Tuesday/I/II,292,first_reading,Acts 16.22-34,While Paul and Silas were in Philippi,"In those days,",The crowd joined in attacking them; and the magistrates tore the garments off them and gave orders to beat them with rods.,Reading text unavailable for Acts 16.22-34.,text_unavailable
standard,Easter/6/Tuesday/I/II,292,gospel,John 16.5-11,When Jesus knew that his hour had come to depart from this world,"At that time,","But now I am going to him who sent me; yet none of you asks me, 'Where are you going?'",Reading text unavailable for John 16.5-11.,text_unavailable
standard,Easter/6/Wednesday/I/II,293,first_reading,"Acts 17.15, 22 - 18.1",Those who conducted Paul brought him as far as Athens,"In those days,","Those who conducted Paul brought him as far as Athens; and receiving a command for Silas and Timothy to come to him as soon as possible, they departed.","Reading text unavailable for Acts 17.15, 22 - 18.1.",text_unavailable
standard,Easter/6/Wednesday/I/II,293,gospel,John 16.12-15,When Jesus knew that his hour had come to depart from this world,"At that time,","""I have yet many things to say to you, but you cannot bear them now.",Reading text unavailable for John 16.12-15.,text_unavailable
standard,Easter/6/Thursday/I/II,294,first_reading,Acts 18.1-8,Paul left Athens and went to Corinth.,"In those days,",After this he left Athens and went to Corinth.,Reading text unavailable for Acts 18.1-8.,text_unavailable
standard,Easter/6/Thursday/I/II,294,gospel,John 16.16-20,When Jesus knew that his hour had come to depart from this world,"At that time,","""A little while, and you will see me no more; again a little while, and you will see me.""",Reading text unavailable for John 16.16-20.,text_unavailable
standard,Easter/6/Friday/I/II,295,first_reading,Acts 18.9-18,At Corinth one night the Lord said to Paul in a vision,"In those days,","And the Lord said to Paul one night in a vision, ""Do not be afraid, but speak and do not be silent;",Reading text unavailable for Acts 18.9-18.,text_unavailable
standard,Easter/6/Friday/I/II,295,gospel,John 16.20-23a,When Jesus knew that his hour had come to depart from this world,"At that time,","Truly, truly, I say to you, you will weep and lament, but the world will rejoice; you will be sorrowful, but your sorrow will turn into joy.",Reading text unavailable for John 16.20-23a.,text_unavailable
standard,Easter/7/Sunday/A,,first_reading,Acts 1:12-14,AFTER Jesus had been taken up to heaven the apostles,"In those days,","Then they returned to Jerusalem from the mount called Olivet, which is near Jerusalem, a sabbath day's journey away;","12. AFTER Jesus had been:: Then they returned to Jerusalem from the mount called Olivet, which is near Jerusalem, a sabbath day's journey away;",verse_number_in_rendered
standard,Easter/7/Sunday/B,,first_reading,"Acts 1:15-17, 20a, 20c-26",PETER stood up in the midst of the brothers,"In those days,","In those days Peter stood up among the brethren (the company of persons was in all about a hundred and twenty), and said,","15. In those days Peter stood up among the brethren (the company of persons was in all about a hundred and twenty), and said,",verse_number_in_rendered
standard,Easter/7/Sunday/B,,gospel,John 17:11b-19,"LIFTING up his eyes to heaven, Jesus prayed saying","At that time,","And now I am no more in the world, but they are in the world, and I am coming to thee. Holy Father, keep them in thy name, which thou hast given me, that they may be one, even as we are one.",11. LIFTING up his eyes:: but they are in the world,verse_number_in_rendered
standard,Easter/7/Sunday/C,,gospel,John 20:19-23,"LIFTING up his eyes to heaven, Jesus prayed saying","At that time,","On the evening of that day, the first day of the week, the doors being shut where the disciples were, for fear of the Jews, Jesus came and stood among them and said to them, ""Peace be with you.""","19. LIFTING up his eyes:: On the evening of that day, the first day of the week, the doors being shut where the disciples were, for fear of the Jews, Jesus came and stood among them and said to them, ""Peace be with you.""",verse_number_in_rendered
standard,Easter/7/Monday/I/II,297,first_reading,Acts 19.1-8,While Apollos was in Corinth,"In those days,","While Apollos was at Corinth, Paul passed through the upper country and came to Ephesus. There he found some disciples.",Reading text unavailable for Acts 19.1-8.,text_unavailable
standard,Easter/7/Monday/I/II,297,gospel,John 16.29-33,"Jesus said to the disciples ""I am leaving the world and am going to the Father.""","At that time,","His disciples said, ""Ah, now you are speaking plainly, not in any figure!",Reading text unavailable for John 16.29-33.,text_unavailable
standard,Easter/7/Tuesday/I/II,298,first_reading,Acts 20.17-27,"Paul, having travelled throughout Greece","In those days,",And from Miletus he sent to Ephesus and called to him the elders of the church.,Reading text unavailable for Acts 20.17-27.,text_unavailable
standard,Easter/7/Tuesday/I/II,298,gospel,John 17.1-11a,Jesus looked up to heaven and said,"At that time,","When Jesus had spoken these words, he lifted up his eyes to heaven and said, ""Father, the hour has come; glorify thy Son that the Son may glorify thee,",Reading text unavailable for John 17.1-11a.,text_unavailable
standard,Easter/7/Wednesday/I/II,299,first_reading,Acts 20.28-38,"At Ephesus, Paul sent for the elders","In those days,","Take heed to yourselves and to all the flock, in which the Holy Spirit has made you overseers, to care for the church of the LORD  which he obtained with the blood of his own.",Reading text unavailable for Acts 20.28-38.,text_unavailable
standard,Easter/7/Wednesday/I/II,299,gospel,John 17.11b-19,When the hour had come for him to pass from this world to the Father,"At that time,","And now I am no more in the world, but they are in the world, and I am coming to thee. Holy Father, keep them in thy name, which thou hast given me, that they may be one, even as we are one.",Reading text unavailable for John 17.11b-19.,text_unavailable
standard,Easter/7/Thursday/I/II,300,first_reading,Acts 22.30; 23.6-11,A number of days after Paul had arrived in Jerusalem,"In those days,","But on the morrow, desiring to know the real reason why the Jews accused him, he unbound him, and commanded the chief priests and all the council to meet, and he brought Paul down and set him before them.",Reading text unavailable for Acts 22.30; 23.6-11.,text_unavailable
standard,Easter/7/Thursday/I/II,300,gospel,John 17.20-26,When the hour had come for him to pass from this world to the Father,"At that time,","""I do not pray for these only, but also for those who believe in me through their word,",Reading text unavailable for John 17.20-26.,text_unavailable
standard,Easter/7/Friday/I/II,301,first_reading,Acts 24.27; 25.13b-21,The tribune who had arrested Paul sent him to Caesarea,"In those days,","But when two years had elapsed, Felix was succeeded by Porcius Festus; and desiring to do the Jews a favor, Felix left Paul in prison.",Reading text unavailable for Acts 24.27; 25.13b-21.,text_unavailable
standard,Easter/7/Friday/I/II,301,gospel,John 21.15-19,Jesus showed himself to the disciples by the Sea of Tiberius,"At that time,","When they had finished breakfast, Jesus said to Simon Peter, ""Simon, son of John, do you love me more than these?"" He said to him, ""Yes, Lord; you know that I love you."" He said to him, ""Feed my lambs.""",Reading text unavailable for John 21.15-19.,text_unavailable
standard,Easter/Ascension/Sunday/A,,gospel,Matt 28:16-20,THE eleven disciples went to Galilee,"At that time,","Now the eleven disciples went to Galilee, to the mountain to which Jesus had directed them.","16. Now the eleven disciples went to Galilee, to the mountain to which Jesus had directed them.",raw_verse_conjunction:now; verse_number_in_rendered
standard,Easter/Ascension/Sunday/B,,gospel,Mark 16:15-20,+ The conclusion of the holy Gospel according to Mark,"At that time,","And he said to them, ""Go into all the world and preach the gospel to the whole creation.","15. + The conclusion of:: And Jesus said to them, ""Go into all the world and preach the gospel to the whole creation.",verse_number_in_rendered
standard,Easter/Ascension/Sunday/C,,gospel,Luke 24:46-53,+ The conclusion of the holy Gospel according to Luke,"At that time,","and said to them, ""Thus it is written, that the Christ should suffer and on the third day rise from the dead,","46. + The conclusion of:: and said to them, ""Thus it is written, that the Christ should suffer and on the third day rise from the dead,",verse_number_in_rendered
