season,week,day,feast,rank,color,month,day_of_month,title,collect,secret,communion,postcommunion,source_file
Sancti,,Feast,10-31,,,10,31,Vigil of All Saints,"Multiply thy grace upon us, O Lord our God, and grant that by following in holiness of life those whose glorious festival we anticipate, we may attain to their bliss.","We load thy altar, O Lord, with the gifts we offer; grant we pray, that by the prayers of thy saints, whose coming festival we anticipate, they may avail us unto salvation.","!Wis 3:1; 3:2; 3:3
v. But the souls of the just are in the hand of God, and the torment of death shall not touch them. In the sight of the unwise they seemed to die: but they are in peace.","When the joyful mysteries of this desired festival have been accomplished, O Lord, may we find help in the prayers of those in memory of whom they are performed.",10-31.txt
,,,,,,,,,"Almighty and eternal God, Who willed to restore all things in Your beloved Son, the King of the Universe, graciously grant that the peoples of the earth torn asunder by the wound of sin, may submit to His most gentle rule.","O Lord, we offer You this sacrificial Victim of mankind's reconciliation with You; grant, we beseech You, that our Lord Jesus Christ, your Son, Whom we offer in this sacrifice, may bestow upon all peoples the gifts of unity and peace.","!Ps 28:10-11
The Lord is enthroned as King forever; may the Lord bless His people with peace!","We have received the food of eternal life, and we beseech You, O Lord, that we who are proud to serve under the flag of Christ the King may forever reign with Him in the Kingdom of heaven.",10-DU.txt
Sancti,,Feast,11-01,,,11,01,All Saints,"Almighty, eternal God, Who granted us to honor the merits of all Your Saints in a single solemn festival, bestow on us, we beseech You, through their manifold intercession, that abundance of Your mercy for which we yearn.",,"!Matt 5:8-10
Blessed are the clean of heart, for they shall see God. Blessed are the peacemakers, for they shall be called children of God. Blessed are they who suffer persecution for justice’ sake, for theirs is the kingdom of heaven.","Grant Your faithful people, we beseech You, O Lord, ever to rejoice in the veneration of all the Saints, and to be protected by their unceasing prayers.",11-01.txt
Sancti,,Feast,11-02,,,11,02,,"O God, Creator and Redeemer of all the faithful, grant to the souls of Your servants and handmaids the remission of all their sins, that they may obtain by our loving prayers the forgiveness which they have always desired.","Look with mercy, we beseech You, O Lord, upon the sacrificial gifts we offer for the souls of Your servants and handmaids, so that, to those upon whom You conferred the merits of Christian faith, You will also grant its reward.",,"May the prayer of Your suppliants, O Lord, benefit the souls of Your servants and handmaids, that You may deliver them from all sins and make them sharers in Your redemption.",11-02m1.txt
Sancti,,Feast,11-02,,,11,02,,"O God, Lord of mercies, grant to the souls of Your servants and handmaids a lasting place of refreshment, the blessedness of rest and the splendor of Your light.","O Lord, be pleased to accept our humble prayers for the souls of Your servants and handmaids, in whose behalf we offer You the sacrifice of praise that You may mercifully admit them into the fellowship of Your Saints.",,"Grant, we beseech You, O Lord, that the souls of Your servants and handmaids, cleansed by these sacrifices, may obtain both forgiveness and eternal rest.",11-02m2.txt
Sancti,,Feast,11-02,,,11,02,,"O God, Who forgives sins and desires to save mankind, we beseech Your mercy to grant, by the intercession of Blessed Mary, ever Virgin, and that of all Your Saints, that the souls of Your servants and handmaids who have departed this life may enter upon the enjoyment of unending happiness.","O God, Whose mercy is boundless, graciously accept our humble prayers, and, through this sacrament of salvation, grant to the souls of all the faithful departed, to whom You gave the grace of believing in You, the remission of all their sins.",,"Grant, we beseech You, O almighty and merciful God, that the souls of Your servants and handmaids for whom we have offered this sacrifice of praise to Your Majesty, cleansed of all sins by the virtue of this sacrament, may, by Your mercy, receive the joy of perpetual light.",11-02m3.txt
Sancti,,Feast,11-04,,,11,04,"St. Charles Borromeo, Bishop and Confessor","Safeguard Your Church, O Lord, under the continual protection of St. Charles, Your Confessor and Bishop, so that just as his concern for his flock made him glorious, so his intercession may make us ever fervent in loving You.",,,,11-04.txt
Sancti,,Feast,11-04,,,11,04,"Sts. Vitalis and Agricola, Martyrs","Grant, almighty God, we beseech You, that we who keep the feast of Your blessed Martyrs, Vitalis and Agricola, may be helped by their intercession with You.",,,,11-04cc.txt
Sancti,,Feast,11-08,,,11,08,Four Crowned Martyrs,"Grant, we beseech You, almighty God, that we who know how courageously Your holy Martyrs have confessed the faith, may experience their goodness as they intercede for us with You.","May Your bountiful blessing descend upon us, O Lord, and by the prayers of Your holy Martyrs may it make our gifts acceptable to You, and make them a sacrament of redemption for us.","!Wisdom 3:4-6
For if before men they be punished, God tried them; as gold in the furnace, He proved them, and as sacrificial offerings He took them to Himself.","We who have been fed with heavenly sacraments and joys, humbly pray You, O Lord, that we may enjoy the protection of those in honor of whose victories we rejoice.",11-08r.txt
Sancti,,Feast,11-09,,,11,09,,,"Look with favor upon our prayers, we beseech You, O Lord, that as we offer our prayers before You, we may, with Your help attain eternal rewards.",,,11-09.txt
Sancti,,Feast,11-09,,,11,09,"St. Theodore, Martyr","O God, Who surround and protect us with the glorious profession of blessed Theodore, Your Martyr, grant us to profit by imitating him and to rejoice in his intercession.","Accept, O Lord, the prayers and sacrificial gifts of Your faithful people, that, through these rites of love and devotion we may pass over to the glory of heaven.",,"Grant, we beseech You, O Lord, by the intercession of blessed Theodore, Your Martyr, that what we taste with our lips we may consume with a pure heart.",11-09cc.txt
Sancti,,Feast,11-10,,,11,10,St. Andrew Avellino Confessor,"O God, by his difficult vow to make daily progress in holiness, You placed in the heart of blessed Andrew, Your Confessor, a wondrous longing to ascend unto You; grant us, by his merits and intercession, so to become sharers of that same grace that, ever pursuing the more perfect things, we may be happily brought unto the height of Your glory.",,,,11-10.txt
Sancti,,Feast,11-10,,,11,10,"Sts. Tryphon, Respicius, et Nympha, Martyrs","Make us, we beseech You, O Lord, ever faithful to observe the feast-day of Your holy Martyrs, Tryphon, Respicius and Nympha, that through their prayers, we may enjoy the bounty of Your protection.",,,,11-10o.txt
Sancti,,Feast,11-11,,,11,11,"St. Martin, Bishop of Tours, Confessor","O God, Who see that we cannot survive by any power of our own, mercifully grant that, by the intercession of blessed Martin, Your Confessor and Bishop, we may be made safe from all harm.","Sanctify, we beseech You, O Lord God, the gifts we offer on the feast of Your holy Bishop, Martin, that through them our life, whether in fortune or misfortune, may always be directed aright.",,"Grant, we beseech You, O Lord our God, that this sacrifice may be beneficial for our salvation, by the intercession of those on whose feast-day it is offered.",11-11.txt
Sancti,,Feast,11-13,,,11,13,"St. Didacus, Confessor","Almighty, eternal God, Who in Your wondrous providence choose the weak things of the world to overcome the strong, mercifully grant unto us Your humble servants that, by the loving prayers of blessed Didacus, Your Confessor, we may be found worthy to be raised unto the everlasting glory of heaven.",,,,11-13.txt
Sancti,,Feast,11-14,,,11,14,"St. Josaphat, Bishop and Martyr","Arouse in Your Church, O Lord, the spirit with which blessed Josaphat, Your Martyr and Bishop, was filled when he laid down his life for his flock; so that, by his intercession, we, also moved and strengthened by the same spirit, may not fear to lay down our lives for our brethren.","Most merciful God, shower these offerings with Your blessing and strengthen us in the faith which St. Josaphat, Your Martyr and Bishop, upheld by the shedding of his blood.","!John 10:14
I am the Good Shepherd, and I know My sheep, and Mine know Me.","May this heavenly food, O Lord, impart to us that spirit of strength which unfailingly sustained the life of blessed Josaphat, Your Martyr and Bishop, unto victory for the honor of Your Church.",11-14.txt
Sancti,,Feast,11-15,,,11,15,"St. Albert the Great, Bishop, Confessor and Doctor of the Church","O God, Who made blessed Albert, Your Bishop and Doctor, eminent in the submission of human wisdom to divine faith, grant us, we beseech You, so to follow the path of his teaching that we may enjoy perfect light in heaven.","Look favorably upon these sacrificial gifts, O Lord, we beseech You, so that what we perform in the sacrificial rite of the passion of Your Son, our Lord, we may receive with grateful affection by the intercession and example of blessed Albert.",,"Through this holy food which we have eaten, defend us, O Lord, from the onslaughts of our enemies and grant that by the intercession of blessed Albert, Your Confessor and Bishop, we may always live in peace.",11-15.txt
Sancti,,Feast,11-16,,,11,16,"St. Gertrude, Virgin","O God, Who prepared a pleasing dwelling place for Yourself in the heart of blessed Gertrude the Virgin, by her merits and intercession, mercifully wipe away all sinful stain from our heart and grant that we may enjoy her companionship.",,,,11-16.txt
